fecha,titulo_rutina,nombre_ejercicio,grupo_principal,grupos_secundarios,cabezas_regiones,set_index,peso_kg,reps,tipo_set
"Friday, Sep 26, 2025 at 02:19PM",LEG,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",2,160,12,normal
"Friday, Sep 26, 2025 at 02:19PM",LEG,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",0,190,15,normal
"Friday, Sep 26, 2025 at 02:19PM",LEG,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",1,190,15,normal
"Friday, Sep 26, 2025 at 02:19PM",LEG,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",2,190,15,normal
"Friday, Sep 26, 2025 at 02:19PM",LEG,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",0,160,20,normal
"Friday, Sep 26, 2025 at 02:19PM",LEG,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",1,160,20,normal
"Friday, Sep 26, 2025 at 02:19PM",LEG,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",2,160,20,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Pull Up,Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho (Latissimus Dorsi), Trapecio (parte inferior y media), Romboides, Bíceps braquial, Braquial, Deltoides posterior",0,0,8,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Pull Up,Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho (Latissimus Dorsi), Trapecio (parte inferior y media), Romboides, Bíceps braquial, Braquial, Deltoides posterior",1,0,7,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Pull Up,Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho (Latissimus Dorsi), Trapecio (parte inferior y media), Romboides, Bíceps braquial, Braquial, Deltoides posterior",2,0,6,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Pull Up,Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho (Latissimus Dorsi), Trapecio (parte inferior y media), Romboides, Bíceps braquial, Braquial, Deltoides posterior",3,0,6,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",0,45,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",1,55,9,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",2,55,8,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",3,55,8,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",0,65.77,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",1,65.77,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",2,65.77,11,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Straight Arm Lat Pulldown (Cable),Espalda,"Hombro, Tríceps, Core","Dorsal ancho (Latissimus Dorsi), Redondo mayor (Teres major), Deltoides posterior, Tríceps (cabeza larga), Erectores de la columna (Estabilización)",0,54,15,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Straight Arm Lat Pulldown (Cable),Espalda,"Hombro, Tríceps, Core","Dorsal ancho (Latissimus Dorsi), Redondo mayor (Teres major), Deltoides posterior, Tríceps (cabeza larga), Erectores de la columna (Estabilización)",1,54,15,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Straight Arm Lat Pulldown (Cable),Espalda,"Hombro, Tríceps, Core","Dorsal ancho (Latissimus Dorsi), Redondo mayor (Teres major), Deltoides posterior, Tríceps (cabeza larga), Erectores de la columna (Estabilización)",2,54,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Face Pull,Hombro,"Espalda, Bíceps","Deltoides posterior, Trapecio (porción media), Romboides, Manguito rotador",0,47.5,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Face Pull,Hombro,"Espalda, Bíceps","Deltoides posterior, Trapecio (porción media), Romboides, Manguito rotador",1,47.5,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Face Pull,Hombro,"Espalda, Bíceps","Deltoides posterior, Trapecio (porción media), Romboides, Manguito rotador",2,47.5,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Seated Incline Curl (Dumbbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",0,12,12,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Seated Incline Curl (Dumbbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",1,12,10,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Seated Incline Curl (Dumbbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",2,12,10,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",0,32,10,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",1,32,10,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",2,32,10,normal
"Thursday, Sep 25, 2025 at 02:24PM",Afternoon workout 💪,Treadmill,Cardio,,,0,0,0,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",0,75,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",1,75,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",2,75,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",3,75,7,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",0,36,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",1,36,10,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",2,36,10,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",3,36,10,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",0,0,10,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",1,0,9,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",2,0,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",3,0,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",0,24,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",1,24,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",2,24,10,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",0,85,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",1,70,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",2,70,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",3,70,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",0,52.5,15,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",1,52.5,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",2,52.5,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",0,40,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",1,40,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",2,40,8,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",0,140,15,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",1,140,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",2,130,12,normal
"Wednesday, Sep 24, 2025 at 02:28PM",PUSH,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",3,130,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",0,80,8,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",1,80,8,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",2,80,8,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",3,80,7,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Thrust (Barbell),Glúteo,"Isquiotibiales, Núcleo (Estabilización)","Glúteo Mayor, Glúteo Medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores de la columna (Estabilización)",0,70,10,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Thrust (Barbell),Glúteo,"Isquiotibiales, Núcleo (Estabilización)","Glúteo Mayor, Glúteo Medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores de la columna (Estabilización)",1,80,10,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Thrust (Barbell),Glúteo,"Isquiotibiales, Núcleo (Estabilización)","Glúteo Mayor, Glúteo Medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores de la columna (Estabilización)",2,80,10,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Thrust (Barbell),Glúteo,"Isquiotibiales, Núcleo (Estabilización)","Glúteo Mayor, Glúteo Medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores de la columna (Estabilización)",3,80,10,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",0,130,15,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",1,130,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",2,130,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",0,160,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",1,160,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",2,160,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Seated Calf Raise,Pierna,Tibial posterior,"Sóleo, Gastrocnemio (cabeza medial), Gastrocnemio (cabeza lateral)",0,40,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Seated Calf Raise,Pierna,Tibial posterior,"Sóleo, Gastrocnemio (cabeza medial), Gastrocnemio (cabeza lateral)",1,40,15,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Seated Calf Raise,Pierna,Tibial posterior,"Sóleo, Gastrocnemio (cabeza medial), Gastrocnemio (cabeza lateral)",2,40,12,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Treadmill,Cardio,,,0,0,0,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",0,190,15,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",1,190,15,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",2,190,15,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",0,160,19,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",1,160,20,normal
"Tuesday, Sep 23, 2025 at 02:30PM",LEG,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",2,160,20,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",0,75,8,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",1,75,8,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",2,75,8,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",3,75,7,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",0,145,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",1,145,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",2,145,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",3,145,10,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",0,85,10,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",1,85,8,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Seated Shoulder Press (Machine),Hombro,"Tríceps, Pecho","Deltoides anterior, Deltoides medial, Tríceps (todas las cabezas), Pectoral mayor (cabeza clavicular)",2,85,8,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",0,40,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",1,50,10,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",2,50,8,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",3,40,10,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",0,65.77,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",1,65.77,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",2,65.77,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",0,52.5,15,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",1,57.5,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",2,57.5,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",3,57.5,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bicep Curl (Machine),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",0,115,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bicep Curl (Machine),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",1,115,12,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Bicep Curl (Machine),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",2,115,10,normal
"Monday, Sep 22, 2025 at 02:16PM",Afternoon workout 💪,Treadmill,Cardio,,,0,0,0,normal
"Friday, Sep 19, 2025 at 03:19PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",0,145,12,normal
"Friday, Sep 19, 2025 at 03:19PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",1,145,12,normal
"Friday, Sep 19, 2025 at 03:19PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",2,145,12,normal
"Friday, Sep 19, 2025 at 03:19PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",3,145,10,normal
